property_id,title,property_type,price,amenities,accommodates,bedrooms,bathrooms,minimum_nights,description,notes,house_rules
496747,"Bondi, Sydney, room in cosy flat",Unit,$70.00,"{TV,Wifi,Washer,Dryer}",1,1,1.0,1,"Welcome to Bondi Beach Sydney!  The apartment:  Come stay and enjoy a private room in my quiet, sunny, colourful unit at Bondi Beach - one of Australia's icons - 15 min walk away.  They will use shared kitchen and bathroom facilities; independent food arrangements. Feel free to relax in the living room or enjoy the summer warmth on the balcony. The apartment offers everything you need including:  - TV - WIFI Internet - Washer / Dryer Public Transportation:  Public transport is excellent to city. There are multiple bus lines that service the area. The 380 and 381 bus services will take you to Bondi Junction. Here you can find the CityRail train station. The 333 express bus will take you into the CBD in about 30 to 40 minutes   Your host enjoys a sense of 'home' and likes to share occasional meals with guests. There is always a very friendly atmosphere. Guests will find it a convenient and comfortable base for travel in and around Sydney. I am looking forward to welcome you to Sydney in",,No smoking. Minimal drinking. Not suitable for parties.
498008,In The Heart of Sydney CBD ! WIFI,Apartment,$269.00,"{TV,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,""Hot tub"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Hot water"",Microwave,Refrigerator,Oven,Stove}",4,1,1.0,3,"Best location in Sydney Luxury stay 1 bedroom +study room sleeps  1-4 people Free fast Wifi  gym , pool and jacuzzi access Linen and towels included Welcome to the heart of Sydney where you will find it all! The Apartment:   1 bedroom + studio room 1 bedroom  with a queen size bed  + an open studio room with a queen size bed The Luxury aparment is in a 4 star Hotel  on george st      The Location:  It is just a minutes walk to the famous harbour bridge and opera house. Everything you need is within walking distance. Shops and restaurants are at your door step including vibrant darling harbour, the iconic Victoria bulding. You will enjoy a truly luxurious stay with all the amenities you dream of during your city stay. The apartment boasts:  - Plasma tv  - Fast Internet wifi  - Luxury bathroom and kitchen  - Access to pool, spa and gym!! - linen and towels included -New comfortable beds The Location:  It is just a minutes walk to the famous harbour bridge and opera house.  In town for bu",,STRICTLY NO PARTY S
499631,Lugarno Lodge Garden Apartment,Apartment,$89.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Oven,Stove}",4,2,1.0,14,"Fully furnished two bedroom apartment in a quiet leafy suburb of Sydney about 30-45 minutes by train or car from Sydney CBD (central business district).  Your spacious accomodation is the entire lower level of our two story home.  You have private external access.  Having a car here is strongly recommended.  Nearest train station is about 5 km away.  Bus to train is possible but somewhat inconvenient. You'll love this quiet suburban setting for your stay in Sydney. Only 30-45 minutes by train to Sydney's Central Station and easy access to airport train stops.  Royal National Park and other parks less than an hour's drive by car. Local shops, super market, cafes etc all within a short drive from the apartment.  We are located in a beautiful quiet peaceful suburb  with plenty of space for your group. The Apartment Situated in a lovely garden with outdoor seating and BBQ, the apartment also features: -  two bedroom flat for rent (preferred 2 week minimum rental period)  - Fully furnished",Smoking is allowed only outside the property on the street level.,Smoking is allowed on the street only; not inside apartment or any where on the property. We welcome children 5 years or older.
501265,Maroubra Studio,Studio,$89.00,"{TV,Wifi,""Air conditioning"",Kitchen,Dog(s),""Free street parking"",Washer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Oven,Stove}",2,1,1.0,5,"Our lovely studio is conveniently located near to public transport buses, shopping at Pacific Square and Eastgardens and is only 2km to Coogee or Maroubra Beaches. It is fully self contained with well appointed Kitchen, Bathroom, Air-conditioning, TV and room for two. Welcome to Maroubra and thank you for checking this listing!  Come stay and enjoy our brand new self contained Studio apartment with separate entrance on property. We are located on a very quiet street with plenty of on street parking. You will enjoy bamboo flooring, full kitchen with all utensils, a bathroom with shower, toilet, washbasin. 1 x Queen Size bed.  Public Transport:  Close to bus stops (short 5 min walk). Several bus routes to University of NSW ( UNSW ), Bondi Junction, City or beaches.  391, 392 from one stop and 393 through 397 and Metro 10 Buses and 400 from other. Short walk to Pacific Square for shopping and restaurants. Approx 35 min walk to Maroubra Beach, 45 min walk to Coogee Beach. Suit University l","Towels and linen are provided. For guest that are staying longer then 1 week we are happy to change towels weekly and sheets fortnightly. Coffee, tea and fresh milk is provided on arrival. Bicycles can be provided.",
501382,Sydney Parkside Apartment,Apartment,$100.00,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Washer,""Smoke detector"",""Hair dryer""}",2,1,1.0,3,"This flat has all the features you desire whilst travelling- comfortable bed, rain-shower head, big kitchen while being centrally located to Sydney city, beaches, great restaurants,entertainment and with beautiful Centennial park right on your doorstep. The Apartment The apartment features a new kitchen kitted out with everything you need to cook up a storm- induction cooktop, dishwasher, oven, pizza stone and fridge.  The bedroom is big with comfy queen size bed and massive wardrobe space.  We have installed a new bathroom with a wonderful  rain-head shower and full sized bath and heated towel rack. Other features include bamboo floors, 6 sea- dining room, awesome couch (you won't want to get off it!), TV, stereo, DVD's and internal laundry with washing machine and portable washing line on the balcony. Location We are located in the Eastern Suburbs of Sydney on Alison Road in Kensington which is approx 4 kms to the Sydney CBD. The flat is centrally located and within walking distance",We would appreciate contacting us via airbnb before making a request.  If you have children then it is your responsibility to ensure their safety at all times in the flat.,"We ask that you keep the place neat and tidy. By all means have a fun time, but please respect our neighbours by not having the music up too loud, slamming security door or walking in high heels.   There is to be no smoking inside the flat and please don't ash in our herb garden. We would really appreciate if you could water the plants if you are staying for more than 1 week."
509133,Bondi Garden Apartment,Apartment,$138.00,"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",Washer,""Smoke detector"",""Hair dryer"",""Window guards"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove}",3,1,1.0,2,"Peaceful and private renovated one-bedroom garden flat in North Bondi. More like a house than a flat. All modern conveniences including dishwasher, washing machine, BBQ and two unisex beach cruiser bikes. Situated on a cul de sac with unlimited free parking. The beach is a 5-minute bike ride away or 10-minute stroll. Pet friendly and available for long term bookings. Welcome! The Apartment I have a one-bedroom art deco garden apartment in North Bondi. It has white-washed wooden floors, high ceilings, a modern kitchen with stainless steel appliances and a garden with lawn, fenced for a pet.  Free wifi available. The sofa converts to a double bed. There is also:   TV   DVD   Washing machine   Dishwasher   Microwave   Kitchen fully equipped   Quality linen & beach towels   Plenty of storage   All natural bathroom products Small-pet friendly. Suit couple with child (not subject to an extra charge). Portable cot and high chair available for a small extra charge.  Location It's an easy 5 min","The garden is common property but with the exception of another resident's dog, which visits occassionally, it is not used by others.",No smoking inside.
510654,Bondi Beauty - 400m to Bondi Beach!,Apartment,$250.00,"{Internet,Wifi,Kitchen,""Free parking on premises"",Elevator,Washer,Dryer}",4,1,1.0,4,"Our light, spacious, and modern apartment is the perfect base to experience all the Bondi lifestyle has to offer. You will be just 400m to the famous beach itself and 2 minutes walk to of all the best cafes and bars in Bondi. This location simply cannot be beaten!  Literally 2 minutes down the road you will find the famous Organic Bakery, a supermarket and easy transport to Bondi Junction and the city (if you can drag yourself away from Bondi that is!). You will also be just moments walk to Gould Street boutique shopping where you can also go to Sonoma bread, Miss Chu, Gusto cafe and Ravesis. Just around the corner in the other direction are the renowned cafe/restaurants Brown Sugar, Deli Bottega and Speakeasy bar. On Saturdays there is the Bondi Beach farmers market at the end of your road and on Sundays the clothes and crafts market in the same spot. So many places to go and all within an easy walk from your Bondi base!  Our apartment has one large, sundrenched bedroom with a comfort",,"We will leave the place clean and tidy, and we'd like you to do the same. This is our home, so there are personal items. Please take care of our place and our things. When you leave: - strip the beds and put bedding and towels into the laundry - take away or throw away any food you brought with you - take your rubbish down and put in the communal bins - put any dirty dishes in the dishwasher and turn it on"
516032,Position Position - Wilson St - Pet Friendly,Apartment,$150.00,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Oven}",2,1,1.0,2,"Cute and comfy garden apartment right in the middle of Newtown - pet friendly, parking at the door. King street with buses to the city is only two minutes walk and the railway 5 minutes easy walk. We are at the rear of the building, Retro older style but very convenient and very comfortable Welcome to Newtown! Fantastic Location, Amazing Space! Converted Druids Hall, the space is now a funky apartment in the center of vibrant Newtown. We are located just five minutes to the city. It is the perfect location for you to base yourself at while you explore the surrounding areas.  About Newtown: Newtown is both colorful and unconventional. There are many inner-city attractions with an abundance of restaurants and bars. There are also a variety of specialist shops which include vintage fashion, music stores, bookshops, antique stores, hairdressing salons and home ware shops. With more than over 100 restaurants and cafes, you are guaranteed to find something to fulfill your taste buds. If you","131500 transport infoline will give you all the public transport options. You will need an Opal card – they are available from the railway station, the cards are free and you top them up. If you are Australian and a senior it is worth applying for a seniors one online before your stay.  If coming from the airport Uber is not much more than the train, especially if 2 people its actually cheaper. We are only a 10ish minute drive from the airport.","We must approve any pets before booking- please send a message to confirm that we will allow your pet.  Smoking is only allowed outside in the courtyard. No parties- standard noise restrictions, no noise after 10pm- we have neighbours."
520737,3 Bedroom Apartment at Coogee Beach,House,$320.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Self check-in"",""Smart lock"",""Outlet covers"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Stove}",6,3,1.0,4,"Our semi is really close to Coogee Beach, has three big bedrooms and will give you a great base from which to explore Sydney. Suitable for couples, groups of friends or families. Bright and sunny, in the heart of Coogee! Welcome to beautiful Coogee Beach in Sydney's Eastern Suburbs, 8 kilometres from Sydney's CBD. Available is the entire street level of my large semi-detached house in a great spot at Coogee beach, with private entrance at street level. Marble fireplaces, solid bamboo floors and pressed tin ceilings grace this 100 year old home. The private apartment has three big bedrooms: One with a queen bed and built-in wardrobe; One with a queen bed; and One with 2 hotel king singles (which zip together to form one king bed) and built-in wardrobe. There are reverse cycle air conditioners and ceiling fans in all of the bedrooms and the living room, so the place is the perfect temperature all year round. There's free wifi, 3 TVs with Netflix and Fetch TV (in lounge room and two bedro",,The usual - have fun and please respect the house and neighbours. No parties please.
537851,The little Manly getaway :),Apartment,$110.00,"{TV,Kitchen,Washer,""Smoke detector"",""Hair dryer"",""Hot water"",Microwave,Refrigerator,Oven,Stove}",2,1,1.0,2,"Welcome to Manly and Sydney's Northern Beaches! This studio apartment is on the ground floor (pool level), located on Manly's prestigious Addison Road.  Located only a short walk to Manly Beach, Manly Wharf and Manly's shopping street The Corso.  This studio apartment comes fully furnished, with an open plan living style with the kitchen and bathroom separate to the bedroom & living space. The apartment has a queen size bed and can cater to up to 3 people with the use of a fold out single bed upon request.  The bathroom has been recently renovated with tiling and new cabinets and fixtures, and the kitchen has all the appliances you could possibly need to cook up a little feast.  The living area has a large LCD TV and DVD player to relax and watch your favourite DVD's.  The street is quiet and leafy. A laundromat, restaurant and convenience store are located right outside this block, very convenient during your stay!",,
539231,Newport Beach Sydney Ocean View,Apartment,$199.00,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Washer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Self check-in"",Lockbox,Microwave,Refrigerator}",2,1,1.0,1,"A generous one bedroom unit with private access overlooking Newport Beach. Outdoor terrace and gas barbeque, kitchenette, living area and bathroom. <b>A generous, self contained one bedroom unit overlooking Newport Beach, with outdoor terrace and gas barbeque!</b> Bright and sunny with modern furnishing, the apartment, which is the ground floor of the owner's residence with private entrance, sleeps two in a separate bedroom with queen size bed.  There is a modern bathroom with shower, wc, vanity basin, heater and heated towel rail. There is also a kitchenette with full size refrigerator, microwave, electric hotplate, electric kettle, toaster and coffee maker. Instant oats, milk, tea and coffee (Instant & Ground) supplied.  The Living room features a flat screen TV, Apple TV (Netflix, Stan, etc) hard disc player and recorder, Bluetooth music (iLink) player, 2.5 seater leather lounge, single lounge chair. Dining table seating 4. There is also Gas heating for those colder months. Parking",2 night minimum December and January,Smoking within the unit and pets not permitted. Please remove all sand before entering unit.
540974,Walk to Bondi Beach apartment!,Apartment,$110.00,"{TV,Wifi,Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Stove,""Cleaning before checkout""}",3,1,1.0,4,"A fabulous 2 rooms self contained apartment close to Bondi Beach. Welcome to the magic of North Bondi and thank you for checking this listing!  The apartment:  Come stay and enjoy our one bedroom, self contained and fully furnished apartment only 1500 metres away from Sydney's most famous Bondi Beach!  The house offers everything you need to have a great stay including:  - TV/DVD, washer/dryer - comfortable living room with a double sofa - cosy bedroom with a queen bed and a wall-to-wall built in wardrobe.  - well-equipped kitchennette  - stylish bathroom with a full size bath.  The apartment is beautifully presented and creates the feeling of a quiet oasis.  The area:  You will enjoy a very convenient location within walking distance to the buzz of night life and surf. Bondi has a vibe you should experience for yourself. The mix of surfers, backpackers and locals creates an unique and vibrant atmosphere!  There are many cosy cafes and convenience stores just a pleasant stroll away.  P",In December-January our rent is AU$150 per night and a minimal stay is 1 week.,"It is a beautiful, newly refurbished 2-rooms apartment on the ground floor of our 4-bedroom house near Sydney's most famous Bondi Beach. Fully self contained with a separate entrance, so, as long as there is no noise after hours it is your home away from home. Enjoy!"
546959,Bondi Bliss - moments to the sand,Apartment,$61.00,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Washer,""Smoke detector"",""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Hot water kettle""}",2,1,1.0,3,"Note: From 14 Jan - 12 Feb 2020, the room is only avail as for 28 days or more.  This listing is for a private room. Bondi Bliss is also available as an entire apartment using the following link:  https://abnb.me/i5POuzDh1W  This place is very warm and bright in winter and cool in summer with lovely district views across the golf course to the harbour. The sleepy location is only a street away from the Bondi Beach action - a  great contrast Just moments to glorious Bondi beach, this lovely light filled apartment has the prime top floor position offering delightful district and harbour views. This apartment is completely self contained and fully furnished - just bring your swim suit! Features include: Large smart TV, Stan, Netflix, wifi internet,  leather couch, soaring ceilings, polished floor boards, elegantly crafted built-ins, lush carpet in the bedrooms, bath, washing machine and a gourmet kitchen with European appliances (gas), jarrah bench tops, espresso machine and dishwasher. T",There may be another guest (2 maximum) staying in the other bedroom. l stay on site from to time. I  am generally nearby though and available either in person or by text/email should you need me.,"Smoking is strictly prohibited anywhere on the property- including outside. In particular, please do not smoke outside the front door of the block as smoke blows into people’s windows and through the door into the building. If you need to smoke, smoke on the footpath out the front of the building on Wellington St. There is a wall to sit on. Please pick up your butts and put them in the bin.  Please be respectful of the neighbours. Do not discard unwanted items in the common area and use the correct bins for recycling and general garbage. This apartment has s relaxed vibe. Please take care not to make noise - particularly at night. Maximum of 4 people may stay. Only guests staying at the apartment are allowed. Please do not invite others into the apartment.  Strictly no parties.  If you want to party, there are bars and clubs to enjoy that are within walking distance.  Please let me know if there is anything that needs attention or where we can improve."
547003,Room in Bondi Bliss-Close to Beach!,Unit,$60.00,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Washer,""Smoke detector"",""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove}",2,1,1.0,3,"Note: From 14 Jan - 12 Feb 2020, the room  is only avail for 28 days or more.  This listing is for a private room. Bondi Bliss is also available as an entire apartment using the following link:  https://abnb.me/i5POuzDh1W  This place  is very warm and bright in winter and cool in summer, with lovely district views across the golf course to the harbour. The sleepy location is only a street away from the Bondi Beach action - a great contrast. Just moments to glorious Bondi beach, this lovely light filled apartment has the prime top floor position offering delightful district and harbour views. This apartment is completely self contained and fully furnished - just bring your swim suit! Features include: Large, flat screen TVs both in the bedroom and the living room, streaming services (Stan, Netflix), access to Apple TV (using your own account), wifi internet connection, designer furniture,  Italian leather couches, soaring ceilings, bay windows, polished floor boards, lush carpet in the",There may be another guest (2 maximum) staying in the other bedroom. l stay on site from to time. I  am generally nearby though and available either in person or by text/email should you need me.,"Smoking is strictly prohibited anywhere on the property- including outside. In particular, please do not smoke outside the front door of the block as smoke blows into people’s windows and through the door into the building. If you need to smoke, smoke on the footpath out the front of the building on Wellington St. There is a wall to sit on. Please pick up your butts and put them in the bin.  Please respect the neighbours and keep noise to a minimum, especially after 10pm. No parties/gatherings or any other visitors in the apartment.  Only guests booked to stay may be inside the apartment. No smoking in the building. If smoking outside, please put cigarette butts in the bin. Please be respectful of the neighbours. Do not discard unwanted items in the common area and use the correct bins for recycling and general garbage. Please take care not to make noise at night. Whilst I want you to make feel at home,  you may be sharing the space with a maximum of 2 other guests (there is one other"
555783,Trendy Apartment in Perfect Surry Hills Location,Apartment,$244.00,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Pets allowed"",Elevator,Washer,Dryer,""Smoke detector"",""Hair dryer"",""Self check-in"",Lockbox,Bathtub,""Baby bath"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Firm mattress""}",4,2,1.0,5,"Come and stay in the heart of Sydney in Surry Hills! My spacious two bedroom apartment is the  perfect gateway to enjoy the city, beach and everything else Sydney has to offer. Split over two levels, with great living features and everything you need away from home, my place is ideal for families. The living area features  large projector, the kitchen is fully equipped and the 2 bedrooms are spacious & equipped with queen size beds. Surry Hills is a perfect location and has so much to offer. Welcome to our large Contemporary designed duplex in the heart of Surry Hills! The Apartment: Only 2 minutes from central station, you will enjoy 12 hours direct sun in the whole apartment. We have 2 large bedrooms with queen size bed. Downstairs you have a full equipped kitchen ( dishwasher ) with a great Living room and a small terrace. Located in a secured building complex. Building: Modern Secure Apartment Building Elevator in the building Communal Rooftop with Amazing views  Amenities: Profess",There is no A/C in the master bedroom but there is one unit in the second bedroom. We provide portable heater and fan. We do ave a travel cot available on request.,"Same gentle rules apply as if you were in your own house. - This is my home, please treat it as if it were yours, as well! - Please respect the neighbours, and do not make significant noise or play loud music after 9pm. -No parties and no smoking. If you disrespect that rule there will be penalty fees. - If guests lock themselves out of the property OR they do not place keys in the lockbox at checkout, an $80 fee will apply. If a guest loses a set of keys during their stay, a (up to) $300 fee will apply. - Leave the apartment as clean as you got it and respect the neighbours"
556348,Million $$ Views 1 Bdr Potts Point,Apartment,$214.00,"{TV,Internet,Wifi,Kitchen,Elevator,Washer,Dryer,""Smoke detector"",""First aid kit""}",3,1,1.0,2,"Unforgettable views , spacious, secure and sunny apartment. Close to all the action, yet still quiet enough for a much needed rest at the end of a long day. The views are unforgettable! This apartment is spacious, secure and sunny. Close to all the action yet still quiet enough for a much needed rest at the end of a long day. Perfect for tourist couple , new arrivals or business travellers wanting to enjoy central and eastern Sydney.  You'll love: The breathtaking bridge & city views The chic interiors & generous layout The open living & sunny decked balcony The smart granite-topped kitchen with oven and microwave The cosmopolitan inner city setting Plus Large bedroom with built-in robes Modern 2-way bathroom with bath, washing machine and dryer Linen provided Internet/ WIFI included Secure parking (additional cost), pool & sauna Private setting in Hordern Place Stroll to local cafes, restaurants and bars  3 minute walk to Kings Cross station (only 2 stops from Town Hall Station) Potts",,
564646,Bondi Hideaway,House,$240.00,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Washer,""Smoke detector"",""Self check-in"",Lockbox}",4,2,1.0,3,"Architectually designed, open plan, small terrace home in a quiet neighbourhood, close to Bondi Beach & Bondi Junction shopping town and public transport. NOTE: AT LEAST 1 WEEK'S NOTICE FOR BOOKING ARRIVALS AS I LIVE IN THE HOUSE SO NEED TO MAKE ARRANGEMENTS.  Minimum stay during peak time period Dec 21, 2017-Jan 6th, 2018 is 7 nights.  Architectually designed, funky, modern, industrial house in Bondi/Bondi Junction Great location, hidden away in a small quite laneway away from traffic and street noise. Beaches, shops, nightlife, public transport are a short hop away. The property is a tall, narrow terrace home, positioned behind a tall, heritage-protected Australian gum tree, north-facing for maximum sunshine. - Showcased in the Sydney Morning Herald's ""100 Amazing Small Homes in Sydney"". Call it cute, sexy, funky, cool, this house has character. Just 3 metres wide and very tall, it has 2.5 levels, a steep, tree-house stair case, high corrigated iron circular roof, open-plan spaces an","My home is small, cool, modern, industrial and very open plan with a steep staircase so it is NOT suitable to families with small children. During the peak summer season (Dec 1 - Jan 31) there is a minimum stay of 7 days.","Quiet neighbourhood so respect neighbours, no partying Keep house tidy at all times, using waste bins. No smoking indoors No pets Maximum 4 persons (2 queen sized beds) No drugs on premises Have fun!"
571772,Wonderland at Tamarama Beach ,Apartment,$320.00,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",""Hair dryer""}",3,2,1.0,5,"Beach pad just a short walk to Tamarama beach, the glamourous and exclusive neighbour to Bondi. Nestled above Tamarama beach, on a quiet cul-de-sac but right next to the Bondi Beach action is this amazing apartment. In a classic spanish mission 1940s building, the apartment is renovated and is bright and comfortable. Tamarama beach is a 5 minute walk through a park, and Bondi is about a 7 minute walk. 5 minutes walk takes you to the hip restaurants of Bondi road including Corner House, Panama House and Sefa Kitchen, but with its own carpark, its easy to get anywhere. The apartment is set up for a couple and child, with the second bedroom with sofa bed separated from the kitchen by a sliding wall. The master bedroom has views to the ocean. We spend most Christmas holidays interstate, and like someone to stay while we're away. The Beach! Plus wifi, wardrobe space, and all amenities of the property Just for greeting and farewell Exclusive suburb just to the south of world famous Bondi Bea",,Small block of friendly neighbours- definitely no partying!
581732,North Bondi Garden flat near beach,Unit,$60.00,"{TV,Internet,Wifi,Kitchen,Cat(s),Washer}",2,1,1.0,2,"A real home away from home.  Queen size room in spacious garden flat 5 minute walk to the famous Bondi Beach.  Each room looks out onto a leafy garden. Wooden floors, wifi, netflix, laundry, dishwasher and smoochy cat. Double bedroom available in a gorgeous, large sunny garden flat in North Bondi, just 5 mins from the famous Bondi beach and 1 min to transport. It really is a great base to explore both the immediate area and out and about around Sydney. Close to the cafes and shops and all that Bondi has to offer, but tucked away in a quiet community street - nice and tranquil, yet close to everything! The bedroom is a very good size, with Queen Bed, chair, hanging rail. Lovely polished floorboards. The room looks out over the garden - leafy and private. The flat itself has a large living area, in a quiet block of 4.  Polished wooden floor, living room, dining room, new kitchen, internal laundry, sunroom, wifi, plasma tv, netflix, Free on-street parking is available. To share with just",,"No smoking inside the house.  Please be considerate of my things in the flat whilst I am not there. It is my home and it is important to me. My cat will be in the flat. He is very affectionate and easy. Please do not close the living room or kitchen doors so that he can access his food etc. He is locked in at night and allowed to go outside (back only, not the front door) during the day via the laundry window."
583321,"Close to famous Bondi Beach ,",House,$80.00,"{Internet,Wifi,Kitchen,Washer,""Hair dryer"",""Hot water""}",2,1,1.0,3,"The house has a  back garden with a beautiful frangipany tree  and outdoor setting and barbecue. The house  has charm and  elegance. You will be near everything, shops and the beach are a short stroll away. Transport also close to get you to Bondi Junction. My place is a very comfortable semi-detached residence 10 minutes walk from the very famous Bond Beach, the famous Icebergs club and all the Hall St cafes and restaurants. The house is charming in its unique older style and is very light, clean, quiet, warm and sunny. There is a small courtyard out the back with a barbecue and setting for use. The room has a built in wardrobe and double sized bed and bedside table. The room also has wifi. The house also has an outdoor laundry with washer for use. The kitchen is older in style and essentially looks like a homely beachhouse kitchen with all amenities provided. It looks very lively in brightly coloured reds and blues. The house is very close to public transport with various buses leavi",,Smoking ok outside
591662,Breathtaking beach and ocean views,Apartment,$250.00,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Elevator,Washer,Dryer,""Smoke detector"",""First aid kit"",""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove}",3,2,1.0,3,"Top floor flat with amazing views of the iconic Bondi beach and ocean. Wake up to the sun rising over the water and fall asleep to the sound of the waves crashing. Top floor flat with amazing views of the icinic Bondi beach and ocean. Wake up to the sun rising over the water and fall asleep to the sound of the waves crashing. Two bedrooms, one bathroom, traditional classic furniture and parking for one car. Master bedroom with four poster queen bed  has direct access to the bathroom and is suited for a couple. The second bed is a fold down double bed, most suited for one person. There is an additional charge of $25 per night for the use of the second bed.   In addition the flat offers a flat screen TV with DVD/Blueray player and cable, wireless internet, local phone calls. Relax on the balcony or take in the view from the comfortable seating inside the unit. Whales and dolphins can be spotted in the season which runs from June to Nov. Parakeets are frequent guests on the balcony.  The","The blinds to the balcony doors are electric and are operated by remote control. The middle blind needs to go no further than the line on the left hand side, otherwise it won’t go down smoothly by itself. The side blinds are working well.  The left faucet is instant hot water for tea or cooking needs. Please be careful not to place your hands under the running water.","Absolutely no parties and no smoking! The unit is located in a residential area and we like to keep the peace with our neighbours. It's a great places to take time away, relax and enjoy the spectacular ocean and beach view and yet be 2 min away from the beach, cafes and restaurants."
592309,Coogee Beachside Garden Apartment,Apartment,$199.00,"{TV,Wifi,Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Self check-in"",Lockbox}",4,2,1.0,4,"Recently renovated tranquil ground floor apartment with own entrance and garden in charming Classic Victorian 5 apartment building. 200m from the Beach near cricket oval and tennis courts. Walking distance to main Coogee high street with shops, restaurants, pubs and general amenities. Bus to city and Bondi Junction directly opposite. Coastal walk to Bondi at the end of the street. Property located on the northern side of Coogee just next to Clovelly. Marble kitchen fully equiped with Smeg appliances (gas cooktop) and integrated fridge and freezer. Everything you need for entertaining inside or out in the garden which has also been recently landscaped with limestone paving and new grass laid. Outdoor copper hot and cold shower for those warm summer days to wash off the sand from the beach. Marble bathroom with underfloor heating and heated towel rail. Shower (no bath). Decorated to reflect breezy Sydney beach lifestyle. Original floorboards painted white throughout with 3m high ceilings",,
593481,LovelyStudio Near Sydney University,Studio,$109.00,"{TV,Internet,Wifi,Kitchen,Washer,Dryer,""Smoke detector"",""First aid kit""}",2,1,1.0,2,"You've just found a funky little studio, filled with everything you need for your Sydney  visit - spotlessly clean, with lots of light & air, it is private, modern & comfy. Everything you need for a simply, fresh breakfast provided. Enjoy easy public transport to city from a suburb with lots of local charm. Free Wifi. Cafes around the corner. Moments to the train station, and minutes to the City Centre. I have been an airbnb superhost for a long time - so will look after you beautifully. The Darling Studio: Wilson Lane, Darlington, NSW (Sydney's Inner West)  Hi there  This apartment IS small in size but we offer GREAT service, spotless cleanliness and lots of comfort and style - all within a funky, innner-city neighbourhood. Serviced accommodation  The Darling Studio is a stylish and self-contained studio with new, contemporary furnishings. We provide short or long term serviced accommodation. Exquisite linen. Quiet, sunny and spotlessly clean, The Darling Studio is ideally located jus","CHECKING IN AND CHECKING OUT While we have set preferred check-in (2pm) and check-out times (9 - 9.30am), we will be as flexible as possible outside of these times to accommodate your needs whenever we can.","We appreciate that you please leave the Darling Studio as you find it – as clean and tidy ... it seems to be part of the culture of airbnb travellers - that they leave the homes they visit nice and tidy/clean.  Please don't leave garbage inside when you check-out (the garbages are just downstairs, so please put rubbish there - thank you). Please don’t worry about making the bed because we will launder the linen after you leave.  We ask that you respect our neighbours - especially in relation to noise in the evening (e.g., no loud music after 10pm) as we have really lovely neighbours, some with young children, and we don’t want to disturb them.  The Studio has a lovely breeze and cross ventilation when you open the windows. However, for security, please close the large, central windows whenever you leave (the small sides one can stay open) Thanks! Your security code:  Only paying guests are permitted to use the security code. Guests cannot give their security code to any other person, o"
